,unique_id,ds,y
315,D1,316,1204.0
316,D1,317,1193.6
317,D1,318,1196.5
318,D1,319,1197.2
319,D1,320,1194.3
320,D1,321,1197.5
321,D1,322,1192.2
322,D1,323,1194.7
323,D1,324,1192.8
324,D1,325,1203.0
325,D1,326,1213.6
326,D1,327,1209.6
327,D1,328,1209.5
328,D1,329,1205.2
329,D1,330,1193.8
330,D1,331,1192.6
331,D1,332,1203.4
332,D1,333,1210.5
333,D1,334,1199.9
334,D1,335,1203.4
335,D1,336,1211.7
336,D1,337,1206.0
337,D1,338,1211.0
338,D1,339,1214.9
339,D1,340,1211.0
340,D1,341,1213.5
341,D1,342,1214.0
342,D1,343,1209.9
343,D1,344,1212.8
344,D1,345,1216.0
345,D1,346,1232.4
346,D1,347,1255.6
347,D1,348,1253.1
348,D1,349,1256.1
349,D1,350,1251.4
350,D1,351,1259.9
351,D1,352,1258.5
352,D1,353,1262.5
353,D1,354,1261.7
354,D1,355,1269.9
355,D1,356,1259.5
356,D1,357,1233.2
357,D1,358,1234.4
358,D1,359,1236.9
359,D1,360,1235.2
360,D1,361,1262.2
361,D1,362,1249.4
362,D1,363,1252.1
363,D1,364,1251.8
364,D1,365,1258.4
365,D1,366,1252.2
366,D1,367,1252.9
367,D1,368,1250.1
368,D1,369,1257.1
369,D1,370,1258.0
370,D1,371,1257.4
371,D1,372,1254.7
372,D1,373,1253.7
373,D1,374,1253.4
374,D1,375,1249.9
375,D1,376,1256.3
376,D1,377,1253.7
377,D1,378,1255.1
378,D1,379,1258.8
379,D1,380,1264.8
380,D1,381,1258.4
381,D1,382,1256.6
382,D1,383,1255.6
383,D1,384,1258.3
384,D1,385,1258.6
385,D1,386,1260.3
386,D1,387,1264.9
387,D1,388,1266.7
388,D1,389,1270.2
389,D1,390,1272.6
390,D1,391,1263.7
391,D1,392,1267.3
392,D1,393,1265.8
393,D1,394,1262.6
394,D1,395,1261.6
395,D1,396,1265.6
396,D1,397,1263.9
397,D1,398,1264.5
398,D1,399,1268.2
399,D1,400,1264.8
400,D1,401,1264.9
401,D1,402,1262.2
402,D1,403,1265.7
403,D1,404,1267.0
404,D1,405,1271.8
405,D1,406,1274.3
406,D1,407,1274.5
407,D1,408,1282.7
408,D1,409,1282.7
409,D1,410,1284.8
410,D1,411,1293.4
411,D1,412,1296.7
412,D1,413,1305.0
413,D1,414,1319.8
414,D1,415,1327.8
415,D1,416,1323.9
416,D1,417,1325.4
417,D1,418,1331.7
418,D1,419,1330.6
419,D1,420,1328.0
420,D1,421,1326.6
421,D1,422,1327.5
422,D1,423,1331.6
423,D1,424,1327.7
424,D1,425,1330.9
425,D1,426,1326.6
426,D1,427,1331.3
427,D1,428,1337.1
428,D1,429,1339.2
429,D1,430,1345.0
430,D1,431,1334.7
431,D1,432,1341.3
432,D1,433,1346.8
433,D1,434,1348.7
434,D1,435,1351.6
435,D1,436,1349.7
436,D1,437,1349.7
437,D1,438,1348.9
438,D1,439,1332.3
439,D1,440,1323.4
440,D1,441,1326.5
441,D1,442,1330.7
442,D1,443,1329.9
443,D1,444,1323.3
444,D1,445,1325.0
445,D1,446,1333.0
446,D1,447,1332.1
447,D1,448,1337.4
448,D1,449,1341.4
449,D1,450,1338.8
450,D1,451,1336.1
451,D1,452,1340.6
452,D1,453,1341.9
453,D1,454,1340.9
454,D1,455,1342.1
455,D1,456,1340.1
456,D1,457,1343.2
457,D1,458,1338.4
458,D1,459,1341.4
459,D1,460,1339.9
460,D1,461,1330.0
461,D1,462,1334.5
462,D1,463,1337.6
463,D1,464,1334.2
464,D1,465,1345.5
465,D1,466,1346.1
466,D1,467,1345.7
467,D1,468,1353.5
468,D1,469,1356.2
469,D1,470,1352.2
470,D1,471,1352.8
471,D1,472,1351.6
472,D1,473,1356.6
473,D1,474,1353.6
474,D1,475,1355.0
475,D1,476,1358.5
476,D1,477,1350.3
477,D1,478,1354.2
478,D1,479,1353.1
479,D1,480,1360.6
480,D1,481,1357.4
481,D1,482,1356.2
482,D1,483,1359.7
483,D1,484,1357.0
484,D1,485,1363.2
485,D1,486,1368.8
486,D1,487,1371.9
487,D1,488,1375.8
488,D1,489,1382.1
489,D1,490,1378.6
490,D1,491,1378.3
491,D1,492,1378.1
492,D1,493,1383.2
493,D1,494,1386.5
494,D1,495,1389.6
495,D1,496,1391.1
496,D1,497,1397.4
497,D1,498,1399.8
498,D1,499,1392.1
499,D1,500,1389.9
500,D1,501,1388.5
501,D1,502,1395.1
502,D1,503,1394.5
503,D1,504,1398.1
504,D1,505,1394.3
505,D1,506,1395.5
506,D1,507,1394.7
507,D1,508,1395.8
508,D1,509,1397.0
509,D1,510,1402.5
510,D1,511,1399.4
511,D1,512,1393.0
512,D1,513,1395.9
513,D1,514,1392.1
514,D1,515,1392.2
515,D1,516,1402.1
516,D1,517,1404.2
517,D1,518,1413.8
518,D1,519,1418.3
519,D1,520,1423.6
520,D1,521,1431.3
521,D1,522,1435.7
522,D1,523,1433.9
523,D1,524,1441.6
524,D1,525,1441.6
525,D1,526,1450.6
526,D1,527,1454.7
527,D1,528,1450.0
528,D1,529,1453.1
529,D1,530,1452.6
530,D1,531,1450.5
531,D1,532,1445.9
532,D1,533,1442.3
533,D1,534,1445.7
534,D1,535,1450.2
535,D1,536,1447.7
536,D1,537,1444.9
537,D1,538,1448.0
538,D1,539,1446.1
539,D1,540,1446.5
540,D1,541,1446.9
541,D1,542,1437.4
542,D1,543,1439.0
543,D1,544,1439.1
544,D1,545,1441.0
545,D1,546,1442.4
546,D1,547,1436.1
547,D1,548,1438.0
548,D1,549,1437.7
549,D1,550,1446.2
550,D1,551,1454.3
551,D1,552,1450.9
552,D1,553,1452.4
553,D1,554,1451.0
554,D1,555,1459.0
555,D1,556,1456.2
556,D1,557,1460.9
557,D1,558,1461.9
558,D1,559,1459.8
559,D1,560,1459.1
560,D1,561,1458.2
561,D1,562,1462.0
562,D1,563,1459.7
563,D1,564,1463.1
564,D1,565,1466.5
565,D1,566,1463.0
566,D1,567,1463.3
567,D1,568,1468.8
568,D1,569,1471.1
569,D1,570,1467.2
570,D1,571,1470.4
571,D1,572,1469.1
572,D1,573,1470.8
573,D1,574,1471.7
574,D1,575,1471.1
575,D1,576,1473.5
576,D1,577,1482.1
577,D1,578,1485.6
578,D1,579,1484.9
579,D1,580,1489.1
580,D1,581,1490.2
581,D1,582,1490.2
582,D1,583,1490.8
583,D1,584,1487.6
584,D1,585,1495.7
585,D1,586,1495.9
586,D1,587,1497.6
587,D1,588,1502.8
588,D1,589,1507.2
589,D1,590,1502.1
590,D1,591,1508.9
591,D1,592,1512.8
592,D1,593,1511.0
593,D1,594,1508.9
594,D1,595,1509.6
595,D1,596,1510.9
596,D1,597,1509.1
597,D1,598,1509.0
598,D1,599,1517.8
599,D1,600,1518.7
600,D1,601,1518.9
601,D1,602,1522.2
602,D1,603,1519.4
603,D1,604,1522.8
604,D1,605,1523.9
605,D1,606,1526.3
606,D1,607,1528.1
607,D1,608,1526.6
608,D1,609,1530.0
609,D1,610,1530.2
610,D1,611,1523.5
611,D1,612,1525.4
612,D1,613,1518.4
613,D1,614,1520.3
614,D1,615,1523.7
615,D1,616,1524.7
616,D1,617,1525.2
617,D1,618,1530.4
618,D1,619,1530.5
619,D1,620,1531.3
620,D1,621,1532.3
621,D1,622,1527.0
622,D1,623,1523.6
623,D1,624,1521.0
624,D1,625,1522.4
625,D1,626,1528.3
626,D1,627,1530.1
627,D1,628,1535.2
628,D1,629,1534.8
629,D1,630,1533.4
630,D1,631,1535.1
631,D1,632,1530.5
632,D1,633,1532.0
633,D1,634,1534.1
634,D1,635,1535.8
635,D1,636,1532.6
636,D1,637,1536.7
637,D1,638,1539.2
638,D1,639,1538.6
639,D1,640,1539.2
640,D1,641,1541.4
641,D1,642,1538.7
642,D1,643,1541.4
643,D1,644,1534.4
644,D1,645,1523.3
645,D1,646,1526.5
646,D1,647,1526.8
647,D1,648,1526.9
648,D1,649,1523.4
649,D1,650,1526.3
650,D1,651,1528.4
651,D1,652,1524.3
652,D1,653,1528.1
653,D1,654,1526.2
654,D1,655,1519.7
655,D1,656,1524.8
656,D1,657,1530.3
657,D1,658,1528.9
658,D1,659,1535.6
659,D1,660,1536.1
660,D1,661,1540.6
661,D1,662,1534.8
662,D1,663,1533.5
663,D1,664,1535.9
664,D1,665,1542.3
665,D1,666,1544.3
666,D1,667,1544.6
667,D1,668,1542.9
668,D1,669,1545.7
669,D1,670,1548.2
670,D1,671,1541.7
671,D1,672,1539.6
672,D1,673,1544.2
673,D1,674,1544.7
674,D1,675,1546.5
675,D1,676,1547.1
676,D1,677,1550.3
677,D1,678,1549.2
678,D1,679,1549.4
679,D1,680,1551.9
680,D1,681,1556.6
681,D1,682,1564.1
682,D1,683,1570.5
683,D1,684,1570.4
684,D1,685,1572.9
685,D1,686,1572.3
686,D1,687,1572.0
687,D1,688,1573.9
688,D1,689,1573.2
689,D1,690,1575.8
690,D1,691,1574.0
691,D1,692,1571.8
692,D1,693,1567.3
693,D1,694,1574.2
694,D1,695,1580.2
695,D1,696,1583.5
696,D1,697,1582.8
697,D1,698,1583.0
698,D1,699,1589.1
699,D1,700,1588.2
700,D1,701,1588.4
701,D1,702,1584.7
702,D1,703,1586.8
703,D1,704,1591.6
704,D1,705,1588.8
705,D1,706,1589.2
706,D1,707,1591.9
707,D1,708,1595.6
708,D1,709,1598.0
709,D1,710,1599.1
710,D1,711,1599.6
711,D1,712,1595.4
712,D1,713,1589.3
713,D1,714,1592.4
714,D1,715,1591.6
715,D1,716,1585.9
716,D1,717,1587.9
717,D1,718,1586.6
718,D1,719,1591.0
719,D1,720,1589.7
720,D1,721,1589.3
721,D1,722,1595.6
722,D1,723,1592.1
723,D1,724,1592.3
724,D1,725,1589.3
725,D1,726,1583.6
726,D1,727,1591.4
727,D1,728,1590.8
728,D1,729,1591.5
729,D1,730,1591.0
730,D1,731,1589.5
731,D1,732,1587.2
732,D1,733,1586.7
733,D1,734,1589.7
734,D1,735,1596.5
735,D1,736,1605.1
736,D1,737,1606.2
737,D1,738,1613.1
738,D1,739,1614.5
739,D1,740,1617.8
740,D1,741,1633.7
741,D1,742,1632.8
742,D1,743,1636.4
743,D1,744,1624.4
744,D1,745,1631.0
745,D1,746,1634.9
746,D1,747,1628.6
747,D1,748,1632.4
748,D1,749,1632.0
749,D1,750,1638.8
750,D1,751,1635.5
751,D1,752,1640.9
752,D1,753,1646.7
753,D1,754,1649.2
754,D1,755,1647.4
755,D1,756,1648.4
756,D1,757,1651.3
757,D1,758,1649.3
758,D1,759,1610.6
759,D1,760,1609.6
760,D1,761,1624.9
761,D1,762,1622.3
762,D1,763,1628.9
763,D1,764,1636.1
764,D1,765,1637.7
765,D1,766,1641.3
766,D1,767,1646.7
767,D1,768,1653.5
768,D1,769,1651.0
769,D1,770,1661.7
770,D1,771,1675.9
771,D1,772,1675.2
772,D1,773,1690.6
773,D1,774,1689.2
774,D1,775,1688.5
775,D1,776,1691.1
776,D1,777,1704.8
777,D1,778,1703.4
778,D1,779,1701.7
779,D1,780,1697.0
780,D1,781,1700.4
781,D1,782,1699.5
782,D1,783,1703.0
783,D1,784,1710.9
784,D1,785,1717.0
785,D1,786,1712.3
786,D1,787,1722.8
787,D1,788,1732.2
788,D1,789,1740.2
789,D1,790,1743.7
790,D1,791,1749.9
791,D1,792,1756.4
792,D1,793,1745.3
793,D1,794,1747.5
794,D1,795,1745.5
795,D1,796,1738.9
796,D1,797,1743.2
797,D1,798,1739.3
798,D1,799,1757.7
799,D1,800,1757.7
800,D1,801,1759.6
801,D1,802,1770.2
802,D1,803,1772.3
803,D1,804,1779.7
804,D1,805,1776.3
805,D1,806,1773.0
806,D1,807,1770.3
807,D1,808,1774.3
808,D1,809,1765.2
809,D1,810,1774.5
810,D1,811,1763.1
811,D1,812,1765.3
812,D1,813,1760.3
813,D1,814,1756.0
814,D1,815,1767.8
815,D1,816,1769.5
816,D1,817,1765.8
817,D1,818,1772.6
818,D1,819,1767.7
819,D1,820,1762.4
820,D1,821,1756.4
821,D1,822,1759.6
822,D1,823,1762.0
823,D1,824,1764.6
824,D1,825,1779.5
825,D1,826,1795.3
826,D1,827,1797.4
827,D1,828,1798.4
828,D1,829,1802.6
829,D1,830,1805.1
830,D1,831,1811.5
831,D1,832,1807.7
832,D1,833,1812.1
833,D1,834,1804.4
834,D1,835,1796.5
835,D1,836,1800.5
836,D1,837,1805.5
837,D1,838,1810.5
838,D1,839,1809.3
839,D1,840,1822.8
840,D1,841,1825.6
841,D1,842,1821.7
842,D1,843,1822.5
843,D1,844,1824.9
844,D1,845,1822.6
845,D1,846,1815.4
846,D1,847,1809.5
847,D1,848,1796.3
848,D1,849,1805.9
849,D1,850,1812.4
850,D1,851,1805.6
851,D1,852,1810.7
852,D1,853,1808.4
853,D1,854,1805.6
854,D1,855,1813.9
855,D1,856,1811.7
856,D1,857,1808.3
857,D1,858,1817.3
858,D1,859,1825.9
859,D1,860,1825.6
860,D1,861,1823.8
861,D1,862,1836.2
862,D1,863,1844.2
863,D1,864,1847.0
864,D1,865,1843.5
865,D1,866,1852.3
866,D1,867,1842.8
867,D1,868,1833.3
868,D1,869,1836.0
869,D1,870,1847.0
870,D1,871,1851.3
871,D1,872,1855.6
872,D1,873,1858.5
873,D1,874,1850.5
874,D1,875,1856.3
875,D1,876,1854.4
876,D1,877,1856.0
877,D1,878,1853.7
878,D1,879,1852.3
879,D1,880,1857.8
880,D1,881,1859.7
881,D1,882,1869.7
882,D1,883,1875.2
883,D1,884,1877.9
884,D1,885,1884.0
885,D1,886,1880.5
886,D1,887,1876.6
887,D1,888,1886.7
888,D1,889,1891.1
889,D1,890,1893.8
890,D1,891,1890.1
891,D1,892,1912.0
892,D1,893,1919.7
893,D1,894,1920.9
894,D1,895,1927.1
895,D1,896,1925.5
896,D1,897,1923.2
897,D1,898,1933.8
898,D1,899,1950.7
899,D1,900,1952.7
900,D1,901,1960.4
901,D1,902,1969.1
902,D1,903,1961.7
903,D1,904,1963.2
904,D1,905,1963.1
905,D1,906,1971.3
906,D1,907,1989.9
907,D1,908,1992.2
908,D1,909,2003.6
909,D1,910,2003.6
910,D1,911,1996.8
911,D1,912,1985.7
912,D1,913,1988.3
913,D1,914,1982.0
914,D1,915,1971.6
915,D1,916,1980.5
916,D1,917,1958.8
917,D1,918,1978.0
918,D1,919,1993.8
919,D1,920,1976.3
920,D1,921,1970.6
921,D1,922,1955.3
922,D1,923,1955.1
923,D1,924,1970.6
924,D1,925,1954.4
925,D1,926,1969.5
926,D1,927,1976.9
927,D1,928,1976.5
928,D1,929,1971.9
929,D1,930,1973.6
930,D1,931,1964.6
931,D1,932,1971.4
932,D1,933,1973.3
933,D1,934,1959.6
934,D1,935,1952.6
935,D1,936,1946.3
936,D1,937,1943.4
937,D1,938,1945.6
938,D1,939,1942.6
939,D1,940,1956.4
940,D1,941,1961.4
941,D1,942,1967.7
942,D1,943,1960.7
943,D1,944,1955.6
944,D1,945,1939.7
945,D1,946,1945.5
946,D1,947,1955.7
947,D1,948,1949.5
948,D1,949,1960.0
949,D1,950,1962.8
950,D1,951,1945.7
951,D1,952,1948.1
952,D1,953,1950.5
953,D1,954,1946.6
954,D1,955,1939.9
955,D1,956,1953.2
956,D1,957,1945.4
957,D1,958,1949.8
958,D1,959,1947.8
959,D1,960,1957.4
960,D1,961,1968.4
961,D1,962,1974.9
962,D1,963,1987.4
963,D1,964,1972.2
964,D1,965,1962.5
965,D1,966,1953.8
966,D1,967,1947.3
967,D1,968,1950.2
968,D1,969,1954.0
969,D1,970,1946.6
970,D1,971,1951.5
971,D1,972,1947.6
972,D1,973,1943.4
973,D1,974,1942.3
974,D1,975,1936.4
975,D1,976,1942.7
976,D1,977,1955.3
977,D1,978,1962.3
978,D1,979,1965.3
979,D1,980,1958.1
980,D1,981,1961.3
981,D1,982,1963.5
982,D1,983,1974.1
983,D1,984,1968.1
984,D1,985,1979.5
985,D1,986,1991.2
986,D1,987,1997.7
987,D1,988,1996.1
988,D1,989,2003.5
989,D1,990,2001.1
990,D1,991,2002.7
991,D1,992,2004.1
992,D1,993,2004.3
993,D1,994,2016.4
994,D1,995,2016.5
995,D1,996,2021.1
996,D1,997,2008.2
997,D1,998,2002.9
998,D1,999,2012.6
999,D1,1000,2013.8
1000,D1,1001,2003.4
1001,D1,1002,2015.6
1002,D1,1003,2009.7
1003,D1,1004,2022.1
1004,D1,1005,2031.6
1005,D1,1006,2029.7
1006,D1,1007,2039.2
1007,D1,1008,2035.0
1008,D1,1009,2051.8
1009,D1,1010,2061.8
1010,D1,1011,2063.5
1011,D1,1012,2069.5
1012,D1,1013,2054.0
1013,D1,1014,2057.0
1014,D1,1015,2062.8
1015,D1,1016,2066.4
1016,D1,1017,2067.4
1017,D1,1018,2071.4
1018,D1,1019,2083.8
1019,D1,1020,2080.6
1020,D10,1,2076.2
1021,D10,2,2073.4
1022,D10,3,2048.7
1023,D10,4,2048.9
1024,D10,5,2006.4
1025,D10,6,2017.6
1026,D10,7,2019.1
1027,D10,8,2007.4
1028,D10,9,2010.0
1029,D10,10,2001.5
1030,D10,11,1978.8
1031,D10,12,1988.3
1032,D10,13,2000.7
1033,D10,14,2010.5
1034,D10,15,2014.5
1035,D10,16,1962.6
1036,D10,17,1948.0
1037,D10,18,1943.0
1038,D10,19,1933.3
1039,D10,20,1891.0
1040,D10,21,1886.2
1041,D10,22,1896.6
1042,D10,23,1888.1
1043,D10,24,1876.0
1044,D10,25,1895.1
1045,D10,26,1886.2
1046,D10,27,1920.0
1047,D10,28,1912.0
1048,D10,29,1917.2
1049,D10,30,1922.6
1050,D10,31,1956.7
1051,D10,32,1956.5
1052,D10,33,1999.1
1053,D10,34,2002.9
1054,D10,35,2016.3
1055,D10,36,2017.3
1056,D10,37,2027.5
1057,D10,38,2015.2
1058,D10,39,2017.7
1059,D10,40,2005.8
1060,D10,41,2014.4
1061,D10,42,2019.0
1062,D10,43,2019.8
1063,D10,44,1989.7
1064,D10,45,1986.3
1065,D10,46,1988.2
1066,D10,47,2000.8
1067,D10,48,1988.3
1068,D10,49,1989.0
1069,D10,50,1998.9
1070,D10,51,1971.4
1071,D10,52,1967.1
1072,D10,53,1995.6
1073,D10,54,2011.0
1074,D10,55,2001.6
1075,D10,56,1971.9
1076,D10,57,1928.9
1077,D10,58,1914.7
1078,D10,59,1936.5
1079,D10,60,1921.3
1080,D10,61,1907.8
1081,D10,62,1925.1
1082,D10,63,1897.6
1083,D10,64,1878.8
1084,D10,65,1903.2
1085,D10,66,1916.8
1086,D10,67,1899.8
1087,D10,68,1881.5
1088,D10,69,1908.2
1089,D10,70,1863.2
1090,D10,71,1829.4
1091,D10,72,1797.7
1092,D10,73,1781.6
1093,D10,74,1809.9
1094,D10,75,1864.6
1095,D10,76,1907.9
1096,D10,77,1951.5
1097,D10,78,1973.8
1098,D10,79,1976.9
1099,D10,80,1990.3
1100,D10,81,1992.6
1101,D10,82,1981.0
1102,D10,83,1990.9
1103,D10,84,1962.3
1104,D10,85,1997.6
1105,D10,86,1987.9
1106,D10,87,1999.8
1107,D10,88,2000.2
1108,D10,89,1996.4
1109,D10,90,2023.5
1110,D10,91,2049.2
1111,D10,92,2044.7
1112,D10,93,2061.5
1113,D10,94,2064.5
1114,D10,95,2062.0
1115,D10,96,2064.0
1116,D10,97,2076.0
1117,D10,98,2090.2
1118,D10,99,2081.9
1119,D10,100,2143.1
1120,D10,101,2140.2
1121,D10,102,2154.9
1122,D10,103,2152.4
1123,D10,104,2143.3
1124,D10,105,2141.7
1125,D10,106,2125.6
1126,D10,107,2137.4
1127,D10,108,2141.7
1128,D10,109,2137.3
1129,D10,110,2134.3
1130,D10,111,2107.6
1131,D10,112,2132.0
1132,D10,113,2081.2
1133,D10,114,2069.5
1134,D10,115,2058.2
1135,D10,116,2029.9
1136,D10,117,2022.8
1137,D10,118,2096.1
1138,D10,119,2109.3
1139,D10,120,2119.9
1140,D10,121,2130.0
1141,D10,122,2133.3
1142,D10,123,2144.2
1143,D10,124,2139.9
1144,D10,125,2145.4
1145,D10,126,2153.2
1146,D10,127,2165.8
1147,D10,128,2135.9
1148,D10,129,2129.9
1149,D10,130,2121.9
